1,20
2,28
3,28
4,28
5,28
6,28
7,28
8,20
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,20
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,28
30,50
31,28
32,28
33,28
34,28
35,28
36,28
37,24
38,24
39,24
40,25
41,25
42,55
43,20
44,28
45,28
46,28
